acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0.455,https://api.spotify.com/v1/audio-analysis/0fRaNGJcNgh2J38G0cKpcb,0.771,187053.0,0.488,0fRaNGJcNgh2J38G0cKpcb,0.164,2.0,0.254,-7.586,1.0,0.115,102.033,4.0,https://api.spotify.com/v1/tracks/0fRaNGJcNgh2J38G0cKpcb,audio_features,spotify:track:0fRaNGJcNgh2J38G0cKpcb,0.21
0.315,https://api.spotify.com/v1/audio-analysis/2IUODDWI8rHOuWLagfqgVo,0.785,245760.0,0.387,2IUODDWI8rHOuWLagfqgVo,0.000194,8.0,0.0736,-13.227,1.0,0.12,124.998,4.0,https://api.spotify.com/v1/tracks/2IUODDWI8rHOuWLagfqgVo,audio_features,spotify:track:2IUODDWI8rHOuWLagfqgVo,0.644
0.771,https://api.spotify.com/v1/audio-analysis/5H5mBQMfCAnlEvSmEnoyWJ,0.728,139333.0,0.286,5H5mBQMfCAnlEvSmEnoyWJ,0.357,5.0,0.0903,-14.314,1.0,0.0646,90.02,4.0,https://api.spotify.com/v1/tracks/5H5mBQMfCAnlEvSmEnoyWJ,audio_features,spotify:track:5H5mBQMfCAnlEvSmEnoyWJ,0.148
0.153,https://api.spotify.com/v1/audio-analysis/6oD9yuEIvh77x8EFIhvI3u,0.792,239013.0,0.438,6oD9yuEIvh77x8EFIhvI3u,0.00188,4.0,0.231,-11.836,0.0,0.0658,125.017,3.0,https://api.spotify.com/v1/tracks/6oD9yuEIvh77x8EFIhvI3u,audio_features,spotify:track:6oD9yuEIvh77x8EFIhvI3u,0.163
0.733,https://api.spotify.com/v1/audio-analysis/3HtuZq8PTlQfK2YKqzGStL,0.525,230200.0,0.304,3HtuZq8PTlQfK2YKqzGStL,0.0,10.0,0.392,-8.545,1.0,0.052,135.217,4.0,https://api.spotify.com/v1/tracks/3HtuZq8PTlQfK2YKqzGStL,audio_features,spotify:track:3HtuZq8PTlQfK2YKqzGStL,0.558
0.861,https://api.spotify.com/v1/audio-analysis/7AbdwLdO7zhDnPUgo7quu1,0.775,334653.0,0.33,7AbdwLdO7zhDnPUgo7quu1,0.00233,2.0,0.111,-11.224,1.0,0.0336,120.877,4.0,https://api.spotify.com/v1/tracks/7AbdwLdO7zhDnPUgo7quu1,audio_features,spotify:track:7AbdwLdO7zhDnPUgo7quu1,0.267
0.761,https://api.spotify.com/v1/audio-analysis/0dCDBADaqgcQ62LdyRsejn,0.484,333623.0,0.233,0dCDBADaqgcQ62LdyRsejn,0.000249,0.0,0.452,-9.077,1.0,0.0356,143.221,4.0,https://api.spotify.com/v1/tracks/0dCDBADaqgcQ62LdyRsejn,audio_features,spotify:track:0dCDBADaqgcQ62LdyRsejn,0.315
0.565,https://api.spotify.com/v1/audio-analysis/12b2EhNjjC3sAPVNwQ8p67,0.588,380268.0,0.317,12b2EhNjjC3sAPVNwQ8p67,0.0134,11.0,0.109,-9.367,0.0,0.0284,94.048,4.0,https://api.spotify.com/v1/tracks/12b2EhNjjC3sAPVNwQ8p67,audio_features,spotify:track:12b2EhNjjC3sAPVNwQ8p67,0.237
0.607,https://api.spotify.com/v1/audio-analysis/4J7DDKr3n7ORnMLOzU2IbM,0.449,428738.0,0.474,4J7DDKr3n7ORnMLOzU2IbM,2.74e-05,4.0,0.149,-9.216,0.0,0.0491,142.726,4.0,https://api.spotify.com/v1/tracks/4J7DDKr3n7ORnMLOzU2IbM,audio_features,spotify:track:4J7DDKr3n7ORnMLOzU2IbM,0.177
0.646,https://api.spotify.com/v1/audio-analysis/2YAEVy5AIdVT2Oizf5S8vw,0.407,360397.0,0.492,2YAEVy5AIdVT2Oizf5S8vw,1.99e-06,7.0,0.151,-5.923,1.0,0.0294,109.127,3.0,https://api.spotify.com/v1/tracks/2YAEVy5AIdVT2Oizf5S8vw,audio_features,spotify:track:2YAEVy5AIdVT2Oizf5S8vw,0.127
0.702,https://api.spotify.com/v1/audio-analysis/43INOli7836sC6eQJMItTU,0.806,137580.0,0.626,43INOli7836sC6eQJMItTU,0.0,9.0,0.276,-5.924,1.0,0.208,109.226,4.0,https://api.spotify.com/v1/tracks/43INOli7836sC6eQJMItTU,audio_features,spotify:track:43INOli7836sC6eQJMItTU,0.878
0.805,https://api.spotify.com/v1/audio-analysis/4a1tQMmLgg62579AyzDQZf,0.488,451478.0,0.32,4a1tQMmLgg62579AyzDQZf,0.272,4.0,0.119,-8.783,0.0,0.0352,101.737,3.0,https://api.spotify.com/v1/tracks/4a1tQMmLgg62579AyzDQZf,audio_features,spotify:track:4a1tQMmLgg62579AyzDQZf,0.155
0.926,https://api.spotify.com/v1/audio-analysis/12YHWI3FieW8tyNlTc2j8x,0.495,249344.0,0.123,12YHWI3FieW8tyNlTc2j8x,0.000202,1.0,0.12,-16.33,1.0,0.0484,75.989,3.0,https://api.spotify.com/v1/tracks/12YHWI3FieW8tyNlTc2j8x,audio_features,spotify:track:12YHWI3FieW8tyNlTc2j8x,0.422
0.889,https://api.spotify.com/v1/audio-analysis/4OycBztZDBVtuJ5QtrYGqv,0.541,290645.0,0.195,4OycBztZDBVtuJ5QtrYGqv,9.33e-06,4.0,0.118,-14.204,1.0,0.0537,92.03,4.0,https://api.spotify.com/v1/tracks/4OycBztZDBVtuJ5QtrYGqv,audio_features,spotify:track:4OycBztZDBVtuJ5QtrYGqv,0.131
0.29,https://api.spotify.com/v1/audio-analysis/5VhPqn3yOxGkI4PT8t1rHZ,0.603,704453.0,0.392,5VhPqn3yOxGkI4PT8t1rHZ,0.00101,11.0,0.106,-9.343,0.0,0.0336,112.794,3.0,https://api.spotify.com/v1/tracks/5VhPqn3yOxGkI4PT8t1rHZ,audio_features,spotify:track:5VhPqn3yOxGkI4PT8t1rHZ,0.182
0.501,https://api.spotify.com/v1/audio-analysis/5a5ko5xHJsNNxf3apcoqjU,0.288,511317.0,0.719,5a5ko5xHJsNNxf3apcoqjU,0.0772,2.0,0.193,-6.853,0.0,0.107,76.491,4.0,https://api.spotify.com/v1/tracks/5a5ko5xHJsNNxf3apcoqjU,audio_features,spotify:track:5a5ko5xHJsNNxf3apcoqjU,0.429
0.436,https://api.spotify.com/v1/audio-analysis/21KfiHHqo6KoosSytdg5hx,0.567,437201.0,0.574,21KfiHHqo6KoosSytdg5hx,0.000401,9.0,0.116,-6.743,0.0,0.0577,96.076,4.0,https://api.spotify.com/v1/tracks/21KfiHHqo6KoosSytdg5hx,audio_features,spotify:track:21KfiHHqo6KoosSytdg5hx,0.392
0.682,https://api.spotify.com/v1/audio-analysis/7AucqRAIK2sIQMVc5Psoc9,0.487,231125.0,0.373,7AucqRAIK2sIQMVc5Psoc9,0.0191,8.0,0.166,-14.093,1.0,0.0558,80.949,4.0,https://api.spotify.com/v1/tracks/7AucqRAIK2sIQMVc5Psoc9,audio_features,spotify:track:7AucqRAIK2sIQMVc5Psoc9,0.771
0.279,https://api.spotify.com/v1/audio-analysis/2OnkaSybU23g3Buz36BaKr,0.433,233950.0,0.273,2OnkaSybU23g3Buz36BaKr,0.0134,3.0,0.101,-13.592,0.0,0.0376,126.583,3.0,https://api.spotify.com/v1/tracks/2OnkaSybU23g3Buz36BaKr,audio_features,spotify:track:2OnkaSybU23g3Buz36BaKr,0.137
0.626,https://api.spotify.com/v1/audio-analysis/4RUQoxlSiE34cFGwDv81b7,0.426,325200.0,0.398,4RUQoxlSiE34cFGwDv81b7,3.56e-06,1.0,0.0943,-14.282,1.0,0.0387,77.314,4.0,https://api.spotify.com/v1/tracks/4RUQoxlSiE34cFGwDv81b7,audio_features,spotify:track:4RUQoxlSiE34cFGwDv81b7,0.824
0.193,https://api.spotify.com/v1/audio-analysis/0A39GGtBJNMNnMysygk59I,0.306,52627.0,0.258,0A39GGtBJNMNnMysygk59I,0.338,5.0,0.676,-10.604,1.0,0.0595,117.439,4.0,https://api.spotify.com/v1/tracks/0A39GGtBJNMNnMysygk59I,audio_features,spotify:track:0A39GGtBJNMNnMysygk59I,0.339
0.223,https://api.spotify.com/v1/audio-analysis/0T48jE8N07DGX7wFVZzfz6,0.905,235932.0,0.281,0T48jE8N07DGX7wFVZzfz6,0.000469,5.0,0.144,-8.233,1.0,0.27,118.01,4.0,https://api.spotify.com/v1/tracks/0T48jE8N07DGX7wFVZzfz6,audio_features,spotify:track:0T48jE8N07DGX7wFVZzfz6,0.507
0.213,https://api.spotify.com/v1/audio-analysis/1fjR9p5uO5UbnDbDPcwhFo,0.753,213841.0,0.602,1fjR9p5uO5UbnDbDPcwhFo,0.00665,4.0,0.387,-5.867,0.0,0.0406,109.957,4.0,https://api.spotify.com/v1/tracks/1fjR9p5uO5UbnDbDPcwhFo,audio_features,spotify:track:1fjR9p5uO5UbnDbDPcwhFo,0.695
0.326,https://api.spotify.com/v1/audio-analysis/5ettBO4eutF9xvxYuL0gHM,0.786,230655.0,0.956,5ettBO4eutF9xvxYuL0gHM,0.000112,6.0,0.366,-2.109,1.0,0.111,124.075,4.0,https://api.spotify.com/v1/tracks/5ettBO4eutF9xvxYuL0gHM,audio_features,spotify:track:5ettBO4eutF9xvxYuL0gHM,0.813
0.224,https://api.spotify.com/v1/audio-analysis/3HSs36c22phjZER8DH91dT,0.693,247038.0,0.436,3HSs36c22phjZER8DH91dT,0.086,6.0,0.085,-10.216,1.0,0.0509,67.967,4.0,https://api.spotify.com/v1/tracks/3HSs36c22phjZER8DH91dT,audio_features,spotify:track:3HSs36c22phjZER8DH91dT,0.624
0.0673,https://api.spotify.com/v1/audio-analysis/608RfOj6jetdrxZMp0BNF5,0.812,170339.0,0.718,608RfOj6jetdrxZMp0BNF5,2.07e-06,2.0,0.0642,-6.13,1.0,0.0894,103.078,4.0,https://api.spotify.com/v1/tracks/608RfOj6jetdrxZMp0BNF5,audio_features,spotify:track:608RfOj6jetdrxZMp0BNF5,0.657
0.467,https://api.spotify.com/v1/audio-analysis/0xE7Ql2AchiANcJQ1nXOKK,0.664,99114.0,0.287,0xE7Ql2AchiANcJQ1nXOKK,0.789,4.0,0.313,-10.226,1.0,0.0329,127.997,4.0,https://api.spotify.com/v1/tracks/0xE7Ql2AchiANcJQ1nXOKK,audio_features,spotify:track:0xE7Ql2AchiANcJQ1nXOKK,0.177
0.402,https://api.spotify.com/v1/audio-analysis/5lNBdMF4OPTzJ55ENTUOv1,0.628,265860.0,0.386,5lNBdMF4OPTzJ55ENTUOv1,0.00688,11.0,0.049,-6.159,1.0,0.0859,63.961,4.0,https://api.spotify.com/v1/tracks/5lNBdMF4OPTzJ55ENTUOv1,audio_features,spotify:track:5lNBdMF4OPTzJ55ENTUOv1,0.199
0.0504,https://api.spotify.com/v1/audio-analysis/7gVAeOFVoXjdhfZJwoJABA,0.585,219583.0,0.526,7gVAeOFVoXjdhfZJwoJABA,1.72e-06,6.0,0.109,-4.378,0.0,0.0361,123.887,4.0,https://api.spotify.com/v1/tracks/7gVAeOFVoXjdhfZJwoJABA,audio_features,spotify:track:7gVAeOFVoXjdhfZJwoJABA,0.438
0.483,https://api.spotify.com/v1/audio-analysis/0Op41ksefhJNbzDxsRelUz,0.679,328672.0,0.712,0Op41ksefhJNbzDxsRelUz,6.04e-06,10.0,0.0904,-5.706,0.0,0.0679,94.0,4.0,https://api.spotify.com/v1/tracks/0Op41ksefhJNbzDxsRelUz,audio_features,spotify:track:0Op41ksefhJNbzDxsRelUz,0.79
0.185,https://api.spotify.com/v1/audio-analysis/0ZCbZvStfa56S7suXPiK0o,0.698,340299.0,0.223,0ZCbZvStfa56S7suXPiK0o,3.87e-05,1.0,0.116,-11.938,1.0,0.0615,105.96,3.0,https://api.spotify.com/v1/tracks/0ZCbZvStfa56S7suXPiK0o,audio_features,spotify:track:0ZCbZvStfa56S7suXPiK0o,0.344
0.0921,https://api.spotify.com/v1/audio-analysis/6uGBIhDpHAsHLJuaoTnTEp,0.739,282924.0,0.18,6uGBIhDpHAsHLJuaoTnTEp,0.31,9.0,0.0744,-9.775,1.0,0.0522,111.989,4.0,https://api.spotify.com/v1/tracks/6uGBIhDpHAsHLJuaoTnTEp,audio_features,spotify:track:6uGBIhDpHAsHLJuaoTnTEp,0.462
0.692,https://api.spotify.com/v1/audio-analysis/215H99p61bSSKpUn37rmTk,0.704,249453.0,0.627,215H99p61bSSKpUn37rmTk,0.0018,11.0,0.243,-8.939,1.0,0.0595,89.992,4.0,https://api.spotify.com/v1/tracks/215H99p61bSSKpUn37rmTk,audio_features,spotify:track:215H99p61bSSKpUn37rmTk,0.759
0.0681,https://api.spotify.com/v1/audio-analysis/4zcwniZXc29HiyauCC5qSu,0.651,246907.0,0.535,4zcwniZXc29HiyauCC5qSu,3.38e-06,7.0,0.176,-7.988,1.0,0.0521,87.98,4.0,https://api.spotify.com/v1/tracks/4zcwniZXc29HiyauCC5qSu,audio_features,spotify:track:4zcwniZXc29HiyauCC5qSu,0.486
0.175,https://api.spotify.com/v1/audio-analysis/3Ae1rFskt9vo6Ear1EoJFJ,0.704,321627.0,0.491,3Ae1rFskt9vo6Ear1EoJFJ,5.36e-06,0.0,0.184,-7.566,1.0,0.0282,91.955,4.0,https://api.spotify.com/v1/tracks/3Ae1rFskt9vo6Ear1EoJFJ,audio_features,spotify:track:3Ae1rFskt9vo6Ear1EoJFJ,0.695
0.628,https://api.spotify.com/v1/audio-analysis/3H6dHl8AFj3eTZrvlyFlIF,0.787,252893.0,0.392,3H6dHl8AFj3eTZrvlyFlIF,0.000111,4.0,0.449,-8.924,0.0,0.0481,91.958,4.0,https://api.spotify.com/v1/tracks/3H6dHl8AFj3eTZrvlyFlIF,audio_features,spotify:track:3H6dHl8AFj3eTZrvlyFlIF,0.433
0.157,https://api.spotify.com/v1/audio-analysis/0leizmpEWvxxpl8GD16UQU,0.765,236893.0,0.682,0leizmpEWvxxpl8GD16UQU,0.000256,4.0,0.0982,-8.028,1.0,0.0418,115.93,4.0,https://api.spotify.com/v1/tracks/0leizmpEWvxxpl8GD16UQU,audio_features,spotify:track:0leizmpEWvxxpl8GD16UQU,0.868
0.148,https://api.spotify.com/v1/audio-analysis/0EBaFWrB4zca04b546rIOi,0.793,289573.0,0.697,0EBaFWrB4zca04b546rIOi,0.000253,10.0,0.116,-6.824,0.0,0.0649,117.978,4.0,https://api.spotify.com/v1/tracks/0EBaFWrB4zca04b546rIOi,audio_features,spotify:track:0EBaFWrB4zca04b546rIOi,0.771
0.777,https://api.spotify.com/v1/audio-analysis/5nD1PHdFXRRvv64aRescmI,0.841,344213.0,0.21,5nD1PHdFXRRvv64aRescmI,2.85e-05,9.0,0.11,-12.523,1.0,0.048,114.935,3.0,https://api.spotify.com/v1/tracks/5nD1PHdFXRRvv64aRescmI,audio_features,spotify:track:5nD1PHdFXRRvv64aRescmI,0.154
0.401,https://api.spotify.com/v1/audio-analysis/2uEuQ4JfN1Uaf2USpKeTDM,0.748,269267.0,0.418,2uEuQ4JfN1Uaf2USpKeTDM,0.000128,9.0,0.154,-9.375,0.0,0.0491,125.989,4.0,https://api.spotify.com/v1/tracks/2uEuQ4JfN1Uaf2USpKeTDM,audio_features,spotify:track:2uEuQ4JfN1Uaf2USpKeTDM,0.407
0.795,https://api.spotify.com/v1/audio-analysis/2isUmYCzpdTxikvAI5rVgI,0.665,296787.0,0.178,2isUmYCzpdTxikvAI5rVgI,0.0147,7.0,0.0831,-14.781,1.0,0.0345,115.01,4.0,https://api.spotify.com/v1/tracks/2isUmYCzpdTxikvAI5rVgI,audio_features,spotify:track:2isUmYCzpdTxikvAI5rVgI,0.29
0.886,https://api.spotify.com/v1/audio-analysis/1ip8MnGbmEmuio9mwp7lqV,0.6,339453.0,0.0702,1ip8MnGbmEmuio9mwp7lqV,1.6e-06,4.0,0.0947,-16.153,1.0,0.0472,110.16,3.0,https://api.spotify.com/v1/tracks/1ip8MnGbmEmuio9mwp7lqV,audio_features,spotify:track:1ip8MnGbmEmuio9mwp7lqV,0.227
0.669,https://api.spotify.com/v1/audio-analysis/4wlxDNu45TSTKG3ZR7zwyG,0.72,317239.0,0.553,4wlxDNu45TSTKG3ZR7zwyG,0.0783,6.0,0.258,-7.836,0.0,0.0371,94.041,4.0,https://api.spotify.com/v1/tracks/4wlxDNu45TSTKG3ZR7zwyG,audio_features,spotify:track:4wlxDNu45TSTKG3ZR7zwyG,0.352
0.803,https://api.spotify.com/v1/audio-analysis/6SnAFmKsypaQEcE6K9vGJn,0.354,225039.0,0.29,6SnAFmKsypaQEcE6K9vGJn,3.45e-06,4.0,0.403,-10.864,1.0,0.0264,78.363,3.0,https://api.spotify.com/v1/tracks/6SnAFmKsypaQEcE6K9vGJn,audio_features,spotify:track:6SnAFmKsypaQEcE6K9vGJn,0.126
0.428,https://api.spotify.com/v1/audio-analysis/3kCWLSXDBvPqYiUdzjTnci,0.615,263322.0,0.389,3kCWLSXDBvPqYiUdzjTnci,0.0,7.0,0.108,-7.813,1.0,0.0269,92.045,4.0,https://api.spotify.com/v1/tracks/3kCWLSXDBvPqYiUdzjTnci,audio_features,spotify:track:3kCWLSXDBvPqYiUdzjTnci,0.219
0.175,https://api.spotify.com/v1/audio-analysis/78ASiqY9bZdeK4XLyIJXns,0.577,313577.0,0.533,78ASiqY9bZdeK4XLyIJXns,0.143,6.0,0.36,-7.17,0.0,0.0233,94.024,4.0,https://api.spotify.com/v1/tracks/78ASiqY9bZdeK4XLyIJXns,audio_features,spotify:track:78ASiqY9bZdeK4XLyIJXns,0.336
0.0465,https://api.spotify.com/v1/audio-analysis/6x7NaSvQu3jUMXA7pWR1w2,0.781,166636.0,0.559,6x7NaSvQu3jUMXA7pWR1w2,0.00676,2.0,0.165,-7.485,1.0,0.0488,103.041,4.0,https://api.spotify.com/v1/tracks/6x7NaSvQu3jUMXA7pWR1w2,audio_features,spotify:track:6x7NaSvQu3jUMXA7pWR1w2,0.538
0.238,https://api.spotify.com/v1/audio-analysis/5DHHnXtrFDcYqm6PbUaAja,0.635,264173.0,0.628,5DHHnXtrFDcYqm6PbUaAja,0.00026,4.0,0.11,-9.362,1.0,0.0314,123.914,4.0,https://api.spotify.com/v1/tracks/5DHHnXtrFDcYqm6PbUaAja,audio_features,spotify:track:5DHHnXtrFDcYqm6PbUaAja,0.465
0.0966,https://api.spotify.com/v1/audio-analysis/3JPvaszKlVpnMDGYXLx2b9,0.727,244667.0,0.587,3JPvaszKlVpnMDGYXLx2b9,0.00211,2.0,0.475,-8.325,1.0,0.0294,119.988,4.0,https://api.spotify.com/v1/tracks/3JPvaszKlVpnMDGYXLx2b9,audio_features,spotify:track:3JPvaszKlVpnMDGYXLx2b9,0.61
0.0117,https://api.spotify.com/v1/audio-analysis/7roN6BxZiFfxysNbxfuVmM,0.587,284573.0,0.669,7roN6BxZiFfxysNbxfuVmM,8.24e-06,9.0,0.108,-6.63,1.0,0.0409,137.956,4.0,https://api.spotify.com/v1/tracks/7roN6BxZiFfxysNbxfuVmM,audio_features,spotify:track:7roN6BxZiFfxysNbxfuVmM,0.333
0.00888,https://api.spotify.com/v1/audio-analysis/66GUQaVbVnlgTAW9mznmcR,0.72,279787.0,0.467,66GUQaVbVnlgTAW9mznmcR,0.301,11.0,0.101,-11.836,1.0,0.0361,125.011,4.0,https://api.spotify.com/v1/tracks/66GUQaVbVnlgTAW9mznmcR,audio_features,spotify:track:66GUQaVbVnlgTAW9mznmcR,0.951
0.102,https://api.spotify.com/v1/audio-analysis/5TeMpFKAorlSpcbgqGtAGB,0.571,220760.0,0.835,5TeMpFKAorlSpcbgqGtAGB,6.31e-06,7.0,0.119,-8.825,1.0,0.0381,131.993,4.0,https://api.spotify.com/v1/tracks/5TeMpFKAorlSpcbgqGtAGB,audio_features,spotify:track:5TeMpFKAorlSpcbgqGtAGB,0.396
0.00615,https://api.spotify.com/v1/audio-analysis/6hyC8Fwwj0wTAu9icZnZLk,0.56,224760.0,0.779,6hyC8Fwwj0wTAu9icZnZLk,0.000299,7.0,0.274,-5.955,1.0,0.0369,131.944,4.0,https://api.spotify.com/v1/tracks/6hyC8Fwwj0wTAu9icZnZLk,audio_features,spotify:track:6hyC8Fwwj0wTAu9icZnZLk,0.569
0.0161,https://api.spotify.com/v1/audio-analysis/6SjABcI14EFEB716MMvDPN,0.605,330440.0,0.522,6SjABcI14EFEB716MMvDPN,0.00041,9.0,0.0891,-9.233,1.0,0.0246,106.056,4.0,https://api.spotify.com/v1/tracks/6SjABcI14EFEB716MMvDPN,audio_features,spotify:track:6SjABcI14EFEB716MMvDPN,0.27
0.257,https://api.spotify.com/v1/audio-analysis/2en4cKRrHmGnioqmG5C8OT,0.561,203200.0,0.492,2en4cKRrHmGnioqmG5C8OT,0.00665,7.0,0.109,-8.345,1.0,0.0449,166.971,4.0,https://api.spotify.com/v1/tracks/2en4cKRrHmGnioqmG5C8OT,audio_features,spotify:track:2en4cKRrHmGnioqmG5C8OT,0.0566
0.32,https://api.spotify.com/v1/audio-analysis/7DZKe1v9B8hUCrmE8p5PJd,0.58,207587.0,0.679,7DZKe1v9B8hUCrmE8p5PJd,0.0001,6.0,0.5,-7.721,1.0,0.0287,133.992,4.0,https://api.spotify.com/v1/tracks/7DZKe1v9B8hUCrmE8p5PJd,audio_features,spotify:track:7DZKe1v9B8hUCrmE8p5PJd,0.45
0.0126,https://api.spotify.com/v1/audio-analysis/1bJvSqA0HyFym4oHTeNmlV,0.572,201240.0,0.772,1bJvSqA0HyFym4oHTeNmlV,0.00516,4.0,0.483,-7.714,1.0,0.0406,137.097,4.0,https://api.spotify.com/v1/tracks/1bJvSqA0HyFym4oHTeNmlV,audio_features,spotify:track:1bJvSqA0HyFym4oHTeNmlV,0.64
0.0519,https://api.spotify.com/v1/audio-analysis/1HrPTbP573msq311UCEt4p,0.555,279480.0,0.76,1HrPTbP573msq311UCEt4p,0.00102,11.0,0.295,-7.519,1.0,0.048,132.957,4.0,https://api.spotify.com/v1/tracks/1HrPTbP573msq311UCEt4p,audio_features,spotify:track:1HrPTbP573msq311UCEt4p,0.258
0.463,https://api.spotify.com/v1/audio-analysis/1YCKeT38AmWzthsE39uJ6y,0.546,207507.0,0.352,1YCKeT38AmWzthsE39uJ6y,0.0,2.0,0.125,-11.012,1.0,0.0325,72.549,4.0,https://api.spotify.com/v1/tracks/1YCKeT38AmWzthsE39uJ6y,audio_features,spotify:track:1YCKeT38AmWzthsE39uJ6y,0.202
0.255,https://api.spotify.com/v1/audio-analysis/5jmo69RCRbECN3GXlyzRE4,0.582,260440.0,0.727,5jmo69RCRbECN3GXlyzRE4,0.000139,7.0,0.11,-7.513,1.0,0.0351,130.033,4.0,https://api.spotify.com/v1/tracks/5jmo69RCRbECN3GXlyzRE4,audio_features,spotify:track:5jmo69RCRbECN3GXlyzRE4,0.184
0.561,https://api.spotify.com/v1/audio-analysis/3yKYx66rbkOXa1uUMj2H2l,0.432,224756.0,0.825,3yKYx66rbkOXa1uUMj2H2l,0.0,2.0,0.282,-3.248,1.0,0.0358,135.046,4.0,https://api.spotify.com/v1/tracks/3yKYx66rbkOXa1uUMj2H2l,audio_features,spotify:track:3yKYx66rbkOXa1uUMj2H2l,0.451
0.477,https://api.spotify.com/v1/audio-analysis/3jAwK8aaVbzvV5mGAIDKCf,0.674,201147.0,0.554,3jAwK8aaVbzvV5mGAIDKCf,7.02e-05,11.0,0.112,-8.283,1.0,0.0304,119.937,4.0,https://api.spotify.com/v1/tracks/3jAwK8aaVbzvV5mGAIDKCf,audio_features,spotify:track:3jAwK8aaVbzvV5mGAIDKCf,0.414
0.0298,https://api.spotify.com/v1/audio-analysis/3uNQurHkJ7APY3ZCpuaagL,0.612,212667.0,0.675,3uNQurHkJ7APY3ZCpuaagL,0.000702,6.0,0.102,-7.619,0.0,0.0318,126.924,4.0,https://api.spotify.com/v1/tracks/3uNQurHkJ7APY3ZCpuaagL,audio_features,spotify:track:3uNQurHkJ7APY3ZCpuaagL,0.483
0.518,https://api.spotify.com/v1/audio-analysis/7sFBqt5mtGiqP4PfoiuNG2,0.744,190947.0,0.644,7sFBqt5mtGiqP4PfoiuNG2,0.00203,9.0,0.111,-6.973,1.0,0.0474,139.869,4.0,https://api.spotify.com/v1/tracks/7sFBqt5mtGiqP4PfoiuNG2,audio_features,spotify:track:7sFBqt5mtGiqP4PfoiuNG2,0.543
0.802,https://api.spotify.com/v1/audio-analysis/18ogtQoqULXr4eVNwsXlcy,0.614,188387.0,0.407,18ogtQoqULXr4eVNwsXlcy,0.0,7.0,0.198,-9.544,1.0,0.0284,82.542,4.0,https://api.spotify.com/v1/tracks/18ogtQoqULXr4eVNwsXlcy,audio_features,spotify:track:18ogtQoqULXr4eVNwsXlcy,0.372
0.127,https://api.spotify.com/v1/audio-analysis/6NgVJIkFulGWq7BFBlCKnt,0.425,163587.0,0.649,6NgVJIkFulGWq7BFBlCKnt,0.913,1.0,0.113,-9.305,0.0,0.0255,159.925,3.0,https://api.spotify.com/v1/tracks/6NgVJIkFulGWq7BFBlCKnt,audio_features,spotify:track:6NgVJIkFulGWq7BFBlCKnt,0.544
0.00801,https://api.spotify.com/v1/audio-analysis/2GhXmx2jq3i1V8xHs8zJRp,0.507,301053.0,0.761,2GhXmx2jq3i1V8xHs8zJRp,0.000149,1.0,0.0979,-7.509,0.0,0.032,142.885,4.0,https://api.spotify.com/v1/tracks/2GhXmx2jq3i1V8xHs8zJRp,audio_features,spotify:track:2GhXmx2jq3i1V8xHs8zJRp,0.527
0.934,https://api.spotify.com/v1/audio-analysis/4x8dvoWgGXy1UGKlg78fMM,0.468,319627.0,0.127,4x8dvoWgGXy1UGKlg78fMM,0.0,10.0,0.106,-13.178,1.0,0.0522,134.133,4.0,https://api.spotify.com/v1/tracks/4x8dvoWgGXy1UGKlg78fMM,audio_features,spotify:track:4x8dvoWgGXy1UGKlg78fMM,0.108
0.396,https://api.spotify.com/v1/audio-analysis/4l8o1BOlBGk5gl5J0W8HoD,0.501,209667.0,0.576,4l8o1BOlBGk5gl5J0W8HoD,0.0,11.0,0.1,-9.318,1.0,0.0386,152.421,4.0,https://api.spotify.com/v1/tracks/4l8o1BOlBGk5gl5J0W8HoD,audio_features,spotify:track:4l8o1BOlBGk5gl5J0W8HoD,0.462
0.16,https://api.spotify.com/v1/audio-analysis/6mH1xl1OCLpjBJUNAJj79g,0.485,521187.0,0.586,6mH1xl1OCLpjBJUNAJj79g,2.77e-06,0.0,0.339,-10.301,1.0,0.127,140.089,4.0,https://api.spotify.com/v1/tracks/6mH1xl1OCLpjBJUNAJj79g,audio_features,spotify:track:6mH1xl1OCLpjBJUNAJj79g,0.229
0.227,https://api.spotify.com/v1/audio-analysis/7ItkSpLitJ8Gbv6D27nKSM,0.736,173571.0,0.617,7ItkSpLitJ8Gbv6D27nKSM,1.33e-06,9.0,0.216,-8.195,0.0,0.0449,111.957,4.0,https://api.spotify.com/v1/tracks/7ItkSpLitJ8Gbv6D27nKSM,audio_features,spotify:track:7ItkSpLitJ8Gbv6D27nKSM,0.757
0.597,https://api.spotify.com/v1/audio-analysis/3xTo9QqRiQkyfG1oQVSgZY,0.332,211448.0,0.353,3xTo9QqRiQkyfG1oQVSgZY,6.22e-06,4.0,0.19,-12.174,1.0,0.0303,155.418,3.0,https://api.spotify.com/v1/tracks/3xTo9QqRiQkyfG1oQVSgZY,audio_features,spotify:track:3xTo9QqRiQkyfG1oQVSgZY,0.337
0.257,https://api.spotify.com/v1/audio-analysis/3CExqF20kF57NHNclRlAXO,0.561,203200.0,0.492,3CExqF20kF57NHNclRlAXO,0.00665,7.0,0.109,-8.345,1.0,0.0449,166.971,4.0,https://api.spotify.com/v1/tracks/3CExqF20kF57NHNclRlAXO,audio_features,spotify:track:3CExqF20kF57NHNclRlAXO,0.0566
